Time (ms),Lower,LowerPwr,Upper,UpperPwr,Thought,ThoughtPwr,Blink,LWink,RWink,LLook,RLook,GyroX,GyroY
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301682,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301698,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301714,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301729,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301745,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301760,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301776,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
238301792,,,,,,,,,,,,0,0
